source,target
CHEMBL438013,CHEMBL411080
CHEMBL438013,CHEMBL406209
CHEMBL438013,CHEMBL217267
CHEMBL438013,CHEMBL37205
CHEMBL438013,CHEMBL1790988
CHEMBL438013,CHEMBL262792
CHEMBL438013,CHEMBL37694
CHEMBL438013,CHEMBL2370116
CHEMBL438013,CHEMBL287127
CHEMBL438013,CHEMBL288556
CHEMBL438013,CHEMBL384606
CHEMBL438013,CHEMBL408272
CHEMBL438013,CHEMBL288120
CHEMBL438013,CHEMBL290127
CHEMBL438013,CHEMBL291000
CHEMBL438013,CHEMBL216581
CHEMBL266194,CHEMBL406146
CHEMBL266194,CHEMBL405679
CHEMBL266194,CHEMBL216568
CHEMBL266194,CHEMBL415825
CHEMBL266194,CHEMBL89773
CHEMBL266194,CHEMBL137131
CHEMBL266194,CHEMBL137614
CHEMBL266194,CHEMBL416054
CHEMBL266194,CHEMBL428269
CHEMBL266194,CHEMBL35927
CHEMBL266194,CHEMBL266310
CHEMBL266194,CHEMBL264588
CHEMBL266194,CHEMBL135547
CHEMBL266194,CHEMBL239383
CHEMBL266194,CHEMBL335277
CHEMBL266194,CHEMBL263431
CHEMBL266194,CHEMBL411080
CHEMBL266194,CHEMBL406209
CHEMBL266194,CHEMBL217267
CHEMBL266194,CHEMBL2443369
CHEMBL266194,CHEMBL37205
CHEMBL266194,CHEMBL1790988
CHEMBL266194,CHEMBL262792
CHEMBL266194,CHEMBL37694
CHEMBL266194,CHEMBL2370116
CHEMBL266194,CHEMBL137755
CHEMBL266194,CHEMBL134730
CHEMBL266194,CHEMBL287127
CHEMBL266194,CHEMBL288556
CHEMBL266194,CHEMBL384606
CHEMBL266194,CHEMBL1927636
CHEMBL266194,CHEMBL408272
CHEMBL266194,CHEMBL266307
CHEMBL266194,CHEMBL288120
CHEMBL266194,CHEMBL290127
CHEMBL266194,CHEMBL291000
CHEMBL266194,CHEMBL135968
CHEMBL266194,CHEMBL216581
CHEMBL266194,CHEMBL335837
CHEMBL287127,CHEMBL406146
CHEMBL287127,CHEMBL405679
CHEMBL287127,CHEMBL216568
CHEMBL287127,CHEMBL415825
CHEMBL287127,CHEMBL428007
CHEMBL287127,CHEMBL135968
CHEMBL287127,CHEMBL412828
CHEMBL287127,CHEMBL435597
CHEMBL287127,CHEMBL428269
CHEMBL287127,CHEMBL35927
CHEMBL287127,CHEMBL216581
CHEMBL287127,CHEMBL266310
CHEMBL287127,CHEMBL264588
CHEMBL287127,CHEMBL135547
CHEMBL287127,CHEMBL263431
CHEMBL287127,CHEMBL411080
CHEMBL287127,CHEMBL406209
CHEMBL287127,CHEMBL217267
CHEMBL287127,CHEMBL37205
CHEMBL287127,CHEMBL1790988
CHEMBL287127,CHEMBL262792
CHEMBL287127,CHEMBL37694
CHEMBL287127,CHEMBL416054
CHEMBL287127,CHEMBL288556
CHEMBL287127,CHEMBL384606
CHEMBL287127,CHEMBL266307
CHEMBL287127,CHEMBL288120
CHEMBL287127,CHEMBL39360
CHEMBL287127,CHEMBL290127
CHEMBL287127,CHEMBL291000
CHEMBL1790988,CHEMBL406146
CHEMBL1790988,CHEMBL405679
CHEMBL1790988,CHEMBL216568
CHEMBL1790988,CHEMBL415825
CHEMBL1790988,CHEMBL428007
CHEMBL1790988,CHEMBL135968
CHEMBL1790988,CHEMBL412828
CHEMBL1790988,CHEMBL435597
CHEMBL1790988,CHEMBL428269
CHEMBL1790988,CHEMBL35927
CHEMBL1790988,CHEMBL216581
CHEMBL1790988,CHEMBL266310
CHEMBL1790988,CHEMBL264588
CHEMBL1790988,CHEMBL135547
CHEMBL1790988,CHEMBL239383
CHEMBL1790988,CHEMBL263431
CHEMBL1790988,CHEMBL406209
CHEMBL1790988,CHEMBL217267
CHEMBL1790988,CHEMBL37205
CHEMBL1790988,CHEMBL2204316
CHEMBL1790988,CHEMBL262792
CHEMBL1790988,CHEMBL37694
CHEMBL1790988,CHEMBL288556
CHEMBL1790988,CHEMBL384606
CHEMBL1790988,CHEMBL408272
CHEMBL1790988,CHEMBL266307
CHEMBL1790988,CHEMBL288120
CHEMBL1790988,CHEMBL290127
CHEMBL1790988,CHEMBL291000
CHEMBL1927636,CHEMBL1927635
CHEMBL1927636,CHEMBL406146
CHEMBL1927636,CHEMBL415825
CHEMBL1927636,CHEMBL428007
CHEMBL1927636,CHEMBL135968
CHEMBL1927636,CHEMBL412828
CHEMBL1927636,CHEMBL435597
CHEMBL1927636,CHEMBL428269
CHEMBL1927636,CHEMBL266310
CHEMBL1927636,CHEMBL264588
CHEMBL1927636,CHEMBL135547
CHEMBL1927636,CHEMBL335277
CHEMBL1927636,CHEMBL411080
CHEMBL1927636,CHEMBL406209
CHEMBL1927636,CHEMBL2443369
CHEMBL1927636,CHEMBL2370116
CHEMBL1927636,CHEMBL137755
CHEMBL1927636,CHEMBL134730
CHEMBL1927636,CHEMBL89773
CHEMBL1927636,CHEMBL137131
CHEMBL1927636,CHEMBL2204316
CHEMBL1927636,CHEMBL137614
CHEMBL1927636,CHEMBL335837
CHEMBL137755,CHEMBL464758
CHEMBL137755,CHEMBL1927635
CHEMBL137755,CHEMBL406146
CHEMBL137755,CHEMBL405679
CHEMBL137755,CHEMBL415825
CHEMBL137755,CHEMBL428007
CHEMBL137755,CHEMBL135968
CHEMBL137755,CHEMBL412828
CHEMBL137755,CHEMBL435597
CHEMBL137755,CHEMBL428269
CHEMBL137755,CHEMBL216581
CHEMBL137755,CHEMBL266310
CHEMBL137755,CHEMBL264588
CHEMBL137755,CHEMBL135547
CHEMBL137755,CHEMBL335277
CHEMBL137755,CHEMBL411080
CHEMBL137755,CHEMBL406209
CHEMBL137755,CHEMBL2443369
CHEMBL137755,CHEMBL262792
CHEMBL137755,CHEMBL2370116
CHEMBL137755,CHEMBL89773
CHEMBL137755,CHEMBL137131
CHEMBL137755,CHEMBL4249834
CHEMBL137755,CHEMBL2204316
CHEMBL137755,CHEMBL137614
CHEMBL137755,CHEMBL189901
CHEMBL137755,CHEMBL134730
CHEMBL137755,CHEMBL288556
CHEMBL137755,CHEMBL384606
CHEMBL137755,CHEMBL335837
CHEMBL264588,CHEMBL406146
CHEMBL264588,CHEMBL405679
CHEMBL264588,CHEMBL415825
