source,target
CHEMBL444507,CHEMBL481123
CHEMBL444507,CHEMBL450026
CHEMBL444507,CHEMBL445192
CHEMBL444507,CHEMBL520588
CHEMBL444507,CHEMBL481142
CHEMBL518302,CHEMBL445192
CHEMBL518302,CHEMBL481871
CHEMBL518302,CHEMBL481525
CHEMBL518302,CHEMBL397101
CHEMBL518302,CHEMBL240900
CHEMBL481529,CHEMBL503152
CHEMBL481529,CHEMBL445192
CHEMBL481529,CHEMBL481871
CHEMBL481305,CHEMBL481123
CHEMBL481305,CHEMBL481154
CHEMBL481305,CHEMBL481142
CHEMBL481305,CHEMBL480176
CHEMBL592430,CHEMBL589536
CHEMBL592430,CHEMBL589789
CHEMBL592430,CHEMBL592431
CHEMBL592430,CHEMBL591468
CHEMBL481142,CHEMBL481123
CHEMBL481142,CHEMBL450026
CHEMBL481142,CHEMBL520588
CHEMBL481142,CHEMBL480176
CHEMBL592674,CHEMBL450026
CHEMBL592674,CHEMBL240047
CHEMBL592674,CHEMBL589063
CHEMBL592674,CHEMBL240045
CHEMBL592674,CHEMBL589566
CHEMBL592674,CHEMBL588172
CHEMBL592674,CHEMBL589062
CHEMBL480176,CHEMBL481123
CHEMBL480176,CHEMBL450026
CHEMBL480176,CHEMBL481154
CHEMBL480176,CHEMBL589564
CHEMBL239401,CHEMBL239617
CHEMBL239401,CHEMBL239618
CHEMBL239401,CHEMBL397101
CHEMBL239401,CHEMBL397100
CHEMBL239401,CHEMBL240900
CHEMBL589564,CHEMBL481154
CHEMBL589564,CHEMBL589536
CHEMBL239618,CHEMBL481871
CHEMBL239618,CHEMBL481525
CHEMBL239618,CHEMBL397101
CHEMBL239618,CHEMBL240900
CHEMBL239618,CHEMBL239617
CHEMBL239618,CHEMBL397100
CHEMBL481525,CHEMBL445192
CHEMBL481525,CHEMBL481871
CHEMBL481525,CHEMBL397101
CHEMBL589789,CHEMBL589536
CHEMBL589789,CHEMBL592431
CHEMBL589789,CHEMBL591468
CHEMBL240045,CHEMBL450026
CHEMBL240045,CHEMBL588172
CHEMBL240045,CHEMBL589062
CHEMBL240045,CHEMBL589063
CHEMBL397101,CHEMBL240900
CHEMBL397101,CHEMBL239617
CHEMBL397101,CHEMBL397100
CHEMBL503152,CHEMBL481871
CHEMBL503152,CHEMBL445192
CHEMBL591468,CHEMBL592431
CHEMBL588172,CHEMBL450026
CHEMBL588172,CHEMBL240047
CHEMBL588172,CHEMBL589566
CHEMBL588172,CHEMBL589063
CHEMBL588172,CHEMBL589062
CHEMBL590779,CHEMBL239617
CHEMBL589062,CHEMBL240047
CHEMBL589062,CHEMBL589566
CHEMBL589062,CHEMBL589063
CHEMBL481871,CHEMBL445192
CHEMBL589566,CHEMBL589063
CHEMBL239617,CHEMBL240900
CHEMBL239617,CHEMBL397100
CHEMBL589063,CHEMBL240047
CHEMBL241115,CHEMBL240047
CHEMBL241115,CHEMBL240900
CHEMBL445192,CHEMBL481123
CHEMBL445192,CHEMBL450026
CHEMBL481123,CHEMBL450026
CHEMBL481123,CHEMBL520588
CHEMBL397100,CHEMBL240900
CHEMBL450026,CHEMBL520588
